4.985439148e+02	3.086933866e-03
4.987011414e+02	2.700947225e-03
4.988583679e+02	-8.375900798e-04
4.990155945e+02	1.751829870e-03
4.991728210e+02	1.343729906e-03
4.993300781e+02	-2.283898182e-03
4.994873352e+02	-6.973465788e-04
4.996445923e+02	1.839399338e-04
4.998018799e+02	-7.620081306e-05
4.999591675e+02	1.936595887e-03
5.001164551e+02	1.198978629e-03
5.002737732e+02	3.013913520e-03
5.004310608e+02	-5.775876343e-05
5.005883789e+02	3.046207130e-04
5.007456970e+02	3.136977553e-03
5.009030457e+02	7.079560310e-04
5.010603943e+02	-3.338188399e-04
5.012177429e+02	1.892963424e-03
5.013750916e+02	2.672343282e-03
5.015324707e+02	3.811451606e-03
5.016898499e+02	-5.507655442e-04
5.018472290e+02	3.845695872e-03
5.020046387e+02	1.378270797e-03
5.021620178e+02	4.424322397e-04
5.023194580e+02	9.395331144e-04
5.024768677e+02	1.786253415e-03
5.026343079e+02	8.525699377e-04
5.027917175e+02	-1.238607569e-03
5.029491882e+02	4.360775463e-03
5.031066284e+02	1.384374453e-03
5.032640991e+02	9.524896741e-04
5.034215698e+02	-1.472541131e-03
5.035790405e+02	5.248524249e-03
5.037365417e+02	2.186357975e-03
5.038940430e+02	6.885379553e-04
5.040515442e+02	3.881491721e-04
5.042090454e+02	2.894382924e-04
5.043665771e+02	-1.862687990e-03
5.045241089e+02	1.610903186e-03
5.046816406e+02	2.922890009e-03
5.048392029e+02	-3.854604438e-05
5.049967346e+02	-5.039405078e-04
5.051542969e+02	1.784734428e-03
5.053118896e+02	-5.099428818e-04
5.054694519e+02	3.290280700e-03
5.056270447e+02	2.985671163e-03
5.057846680e+02	1.138955355e-03
5.059422607e+02	-1.874290407e-03
5.060998840e+02	-8.356075268e-04
5.062575073e+02	3.285026876e-03
5.064151306e+02	3.847628832e-04
5.065727844e+02	-1.112696715e-03
5.067304077e+02	1.255616546e-03
5.068880920e+02	3.437045962e-05
5.070457458e+02	3.771619871e-03
5.072034302e+02	-2.931361087e-04
5.073611145e+02	2.382724080e-03
5.075187988e+02	-1.697266474e-03
5.076764832e+02	-6.183777004e-04
5.078341980e+02	9.355149232e-04
5.079919128e+02	1.661437564e-03
5.081496582e+02	2.413723618e-03
5.083073730e+02	-2.372449031e-03
5.084651184e+02	8.264370263e-04
5.086228638e+02	-1.139020547e-03
5.087806396e+02	-1.533184201e-03
5.089383850e+02	1.117177308e-04
5.090961609e+02	1.256417483e-03
5.092539673e+02	2.362298779e-03
5.094117432e+02	-1.699636690e-03
5.095695496e+02	-2.991752699e-04
5.097273560e+02	1.368951052e-04
5.098851929e+02	2.059247345e-03
5.100429993e+02	2.225402743e-03
5.102008362e+02	1.560317352e-03
5.103586731e+02	1.639521215e-04
5.105165405e+02	-8.318730397e-04
5.106744080e+02	3.183906898e-03
5.108322754e+02	1.589885447e-03
5.109901428e+02	1.105457544e-03
5.111480103e+02	2.298241481e-03
5.113059082e+02	9.438470006e-04
5.114638062e+02	1.163280569e-03
5.116217346e+02	2.200676128e-03
5.117796326e+02	-6.986858789e-04
5.119375610e+02	1.227709930e-03
5.120955200e+02	-3.502697684e-03
5.122534790e+02	9.662937373e-04
5.124113770e+02	-4.172436893e-04
5.125693359e+02	-1.814845018e-03
5.127273560e+02	-2.977572381e-03
5.128853149e+02	7.447367534e-05
5.130432739e+02	3.962887451e-03
5.132012939e+02	1.633246895e-03
5.133593140e+02	2.373632044e-03
5.135172729e+02	2.343254164e-03
5.136752930e+02	1.472899690e-03
5.138333740e+02	9.840400890e-04
5.139913940e+02	1.770967152e-03
5.141494141e+02	1.953053288e-03
5.143074951e+02	2.377417870e-03
5.144655151e+02	1.603639685e-03
5.146235962e+02	3.462515306e-03
5.147816772e+02	6.233835593e-04
