4.985439148e+02	1.918872818e-03
4.987011414e+02	1.417517662e-03
4.988583679e+02	4.829876125e-04
4.990155945e+02	2.915069461e-03
4.991728210e+02	2.891312819e-03
4.993300781e+02	-3.314897884e-03
4.994873352e+02	-9.140235488e-04
4.996445923e+02	1.276534051e-03
4.998018799e+02	-2.284014598e-03
4.999591675e+02	2.078268677e-03
5.001164551e+02	-1.053286716e-03
5.002737732e+02	2.978180069e-03
5.004310608e+02	3.345217556e-04
5.005883789e+02	1.332270913e-03
5.007456970e+02	3.507060930e-03
5.009030457e+02	9.211585857e-04
5.010603943e+02	2.253660467e-03
5.012177429e+02	1.019375399e-03
5.013750916e+02	3.993182443e-03
5.015324707e+02	6.104335189e-04
5.016898499e+02	-1.128213480e-03
5.018472290e+02	2.203918062e-03
5.020046387e+02	1.296688803e-03
5.021620178e+02	2.306959592e-03
5.023194580e+02	1.944700256e-03
5.024768677e+02	3.513778560e-03
5.026343079e+02	1.695442945e-03
5.027917175e+02	-1.794307726e-03
5.029491882e+02	3.238583915e-03
5.031066284e+02	3.084056079e-04
5.032640991e+02	2.406816930e-03
5.034215698e+02	-5.139047280e-04
5.035790405e+02	4.893511534e-03
5.037365417e+02	3.438320011e-03
5.038940430e+02	1.646105200e-03
5.040515442e+02	1.458186656e-03
5.042090454e+02	1.519149169e-03
5.043665771e+02	-4.528462887e-05
5.045241089e+02	2.072643489e-03
5.046816406e+02	2.434846945e-03
5.048392029e+02	4.912568256e-04
5.049967346e+02	2.507604659e-04
5.051542969e+02	1.160360873e-03
5.053118896e+02	1.015195623e-03
5.054694519e+02	4.973600619e-03
5.056270447e+02	4.306179471e-03
5.057846680e+02	-4.837363958e-04
5.059422607e+02	-8.968487382e-04
5.060998840e+02	3.334399778e-03
5.062575073e+02	-1.879234333e-04
5.064151306e+02	2.519456204e-03
5.065727844e+02	-5.160784349e-04
5.067304077e+02	9.943889454e-04
5.068880920e+02	1.491790637e-03
5.070457458e+02	6.141774356e-04
5.072034302e+02	-8.046114817e-05
5.073611145e+02	2.211540006e-03
5.075187988e+02	-1.688228454e-03
5.076764832e+02	1.063331962e-03
